Group,Dana,Mineral,Mineral_Lowercase,Mineral_CJML
Silicates,72.01.01.01,Ekanite,ekanite,"""ekanite"","
Silicates,72.01.02.01,Thornasite,thornasite,"""thornasite"","
Silicates,72.01.03.01,Prehnite,prehnite,"""prehnite"","
Silicates,72.01.04.01,Amstallite,amstallite,"""amstallite"","
Silicates,72.01.04.02,Rudenkoite,rudenkoite,"""rudenkoite"","
Silicates,72.01.05.01,Eakerite,eakerite,"""eakerite"","
Silicates,72.02.01,Dalylite,dalylite,"""dalylite"","
Silicates,72.02.01.01,Dalyite,dalyite,"""dalyite"","
Silicates,72.02.01.02,Davanite,davanite,"""davanite"","
Silicates,72.02.01.03,Sazhinite,sazhinite,"""sazhinite"","
Silicates,72.02.01.04,Sazhinite,sazhinite,"""sazhinite"","
Silicates,72.03.01,Apophyllite,apophyllite,"""apophyllite"","
Silicates,72.03.01.00,Apophyllite,apophyllite,"""apophyllite"","
Silicates,72.03.01.01,Apophyllite,apophyllite,"""apophyllite"","
Silicates,72.03.01.02,Apophyllite,apophyllite,"""apophyllite"","
Silicates,72.03.01.03,Apophyllite,apophyllite,"""apophyllite"","
Silicates,72.03.01.04,Carletonite,carletonite,"""carletonite"","
Silicates,72.03.02,Tobermorite,tobermorite,"""tobermorite"","
Silicates,72.03.02.01,Tobermorite,tobermorite,"""tobermorite"","
Silicates,72.03.02.02,Clinotobermorite,clinotobermorite,"""clinotobermorite"","
Silicates,72.03.02.03,Plombierite,plombierite,"""plombierite"","
Silicates,72.03.02.04,Riversideite,riversideite,"""riversideite"","
Silicates,72.03.02.05,Okenite,okenite,"""okenite"","
Silicates,72.03.02.06,Tacharanite,tacharanite,"""tacharanite"","
Silicates,72.03.02.07,Nekoite,nekoite,"""nekoite"","
Silicates,72.03.02.08,Oyelite,oyelite,"""oyelite"","
Silicates,72.03.03.01,Zeravshanite,zeravshanite,"""zeravshanite"","
Silicates,72.04.01a,Pyrosmalite,pyrosmalite,"""pyrosmalite"","
Silicates,72.04.01a.01,Pyrosmalite,pyrosmalite,"""pyrosmalite"","
Silicates,72.04.01a.02,Pyrosmalite,pyrosmalite,"""pyrosmalite"","
Silicates,72.04.01a.03,Schallerite,schallerite,"""schallerite"","
Silicates,72.04.01b,Pyrosmalite,pyrosmalite,"""pyrosmalite"","
Silicates,72.04.01b.01,Friedelite,friedelite,"""friedelite"","
Silicates,72.04.01b.02,Mcgillite,mcgillite,"""mcgillite"","
Silicates,72.04.01b.03,Nelenite,nelenite,"""nelenite"","
Silicates,72.05.01,Rhodesite,rhodesite,"""rhodesite"","
Silicates,72.05.01.01,Rhodesite,rhodesite,"""rhodesite"","
Silicates,72.05.01.02,Monteregianite,monteregianite,"""monteregianite"","
Silicates,72.05.01.03,Macdonaldite,macdonaldite,"""macdonaldite"","
Silicates,72.05.01.04,Delhayelite,delhayelite,"""delhayelite"","
Silicates,72.05.01.05,Hydrodelhayelite,hydrodelhayelite,"""hydrodelhayelite"","
Silicates,72.05.01.06,Seidite,seidite,"""seidite"","
Silicates,72.05.02,Leucospenite,leucospenite,"""leucospenite"","
Silicates,72.05.02.01,Leucosphenite,leucosphenite,"""leucosphenite"","
Silicates,72.05.02.02,Nordite,nordite,"""nordite"","
Silicates,72.05.02.03,Nordite,nordite,"""nordite"","
Silicates,72.05.02.04,Semenovite,semenovite,"""semenovite"","
Silicates,72.05.02.05,Ferronordite,ferronordite,"""ferronordite"","
Silicates,72.05.02.06,Manganonordite,manganonordite,"""manganonordite"","
Silicates,72.05.02.07,Ferronordite,ferronordite,"""ferronordite"","
Silicates,72.05.02.08,Bussyite,bussyite,"""bussyite"","
Silicates,72.05.03.01,Kvanefjeldite,kvanefjeldite,"""kvanefjeldite"","
Silicates,72.05.04,Elpidite,elpidite,"""elpidite"","
Silicates,72.05.04.01,Armstrongite,armstrongite,"""armstrongite"","
Silicates,72.05.04.02,Elpidite,elpidite,"""elpidite"","
Silicates,72.05.05.01,Varennesite,varennesite,"""varennesite"","
Silicates,72.06.01.01,Petalite,petalite,"""petalite"","
Silicates,73.01.01.01,Naujakasite,naujakasite,"""naujakasite"","
Silicates,73.01.01.02,Manganonaujakasite,manganonaujakasite,"""manganonaujakasite"","
Silicates,73.01.02,Latiumite,latiumite,"""latiumite"","
Silicates,73.01.02.01,Latiumite,latiumite,"""latiumite"","
Silicates,73.01.02.02,Tuscanite,tuscanite,"""tuscanite"","
Silicates,73.01.03.01,Fedorite,fedorite,"""fedorite"","
Silicates,73.01.04.01,Zeophyllite,zeophyllite,"""zeophyllite"","
Silicates,73.01.05.01,Kanemite,kanemite,"""kanemite"","
Silicates,73.01.06.01,Vertumnite,vertumnite,"""vertumnite"","
Silicates,73.02.01.01,Jagoite,jagoite,"""jagoite"","
Silicates,73.02.01.02,Hyttsjoite,hyttsjoite,"""hyttsjoite"","
Silicates,73.02.02a,Reyerite,reyerite,"""reyerite"","
Silicates,73.02.02a.01,Reyerite,reyerite,"""reyerite"","
Silicates,73.02.02a.02,Truscottite,truscottite,"""truscottite"","
Silicates,73.02.02b,Reyerite,reyerite,"""reyerite"","
Silicates,73.02.02b.01,Minehillite,minehillite,"""minehillite"","
Silicates,73.02.02b.02,Orlymanite,orlymanite,"""orlymanite"","
Silicates,73.02.02c,Reyerite,reyerite,"""reyerite"","
Silicates,73.02.02c.01,Gyrolite,gyrolite,"""gyrolite"","
Silicates,73.02.02d,Reyerite,reyerite,"""reyerite"","
Silicates,73.02.02d.01,Martinite,martinite,"""martinite"","
Silicates,73.02.02d.02,Lalondeite,lalondeite,"""lalondeite"","
Silicates,74.01.01,Stilpnomelane,stilpnomelane,"""stilpnomelane"","
Silicates,74.01.01.01,Stilpnomelane,stilpnomelane,"""stilpnomelane"","
Silicates,74.01.01.02,Lennilenapeite,lennilenapeite,"""lennilenapeite"","
Silicates,74.01.01.03,Franklinphilite,franklinphilite,"""franklinphilite"","
Silicates,74.01.01.04,Bannisterite,bannisterite,"""bannisterite"","
Silicates,74.01.01.05,Middendorfite,middendorfite,"""middendorfite"","
Silicates,74.01.02,Ganophyllite,ganophyllite,"""ganophyllite"","
Silicates,74.01.02.01,Ganophyllite,ganophyllite,"""ganophyllite"","
Silicates,74.01.02.02,Eggletonite,eggletonite,"""eggletonite"","
Silicates,74.01.02.03,Tamaite,tamaite,"""tamaite"","
Silicates,74.01.03.01,Parsettensite,parsettensite,"""parsettensite"","
Silicates,74.01.03.02,Armbrusterite,armbrusterite,"""armbrusterite"","
Silicates,74.01.04.01,Zussmanite,zussmanite,"""zussmanite"","
Silicates,74.01.04.02,Coombsite,coombsite,"""coombsite"","
Silicates,74.02.01.01,Wickenburgite,wickenburgite,"""wickenburgite"","
Silicates,74.03.01a,Palygorskite-sepiolite,palygorskite-sepiolite,"""palygorskite-sepiolite"","
Silicates,74.03.01a.01,Palygorskite,palygorskite,"""palygorskite"","
Silicates,74.03.01a.02,Tuperssuatsiaite,tuperssuatsiaite,"""tuperssuatsiaite"","
Silicates,74.03.01a.03,Yofortierite,yofortierite,"""yofortierite"","
Silicates,74.03.01a.04,Kalifersite,kalifersite,"""kalifersite"","
Silicates,74.03.01b,Palygorskite-sepiolite,palygorskite-sepiolite,"""palygorskite-sepiolite"","
Silicates,74.03.01b.01,Sepiolite,sepiolite,"""sepiolite"","
Silicates,74.03.01b.02,Falcondoite,falcondoite,"""falcondoite"","
Silicates,74.03.01b.03,Loughlinite,loughlinite,"""loughlinite"","
Silicates,74.03.02.01,Chrysocolla,chrysocolla,"""chrysocolla"","
Silicates,74.03.03,Altisite,altisite,"""altisite"","
Silicates,74.03.03.01,Altisite,altisite,"""altisite"","
Silicates,74.03.03.02,Lemoynite,lemoynite,"""lemoynite"","
Silicates,74.03.03.03,Natrolemoynite,natrolemoynite,"""natrolemoynite"","
Silicates,74.03.04.01,Sanbornite,sanbornite,"""sanbornite"","
Silicates,74.03.04.02,Krauskopfite,krauskopfite,"""krauskopfite"","
Silicates,74.03.05.01,Natrosilite,natrosilite,"""natrosilite"","
Silicates,74.03.05.02,Makatite,makatite,"""makatite"","
Silicates,74.03.05.03,Silinaite,silinaite,"""silinaite"","
Silicates,74.03.05.04,Searlesite,searlesite,"""searlesite"","
Silicates,74.03.06.01,Revdite,revdite,"""revdite"","
Silicates,74.03.07.01,Cavansite,cavansite,"""cavansite"","
Silicates,74.03.07.02,Pentagonite,pentagonite,"""pentagonite"","
Silicates,74.03.08.01,Intersilite,intersilite,"""intersilite"","
Silicates,75.00.00,Silica,silica,"""silica"","
Silicates,75.00.00,Zeolite,zeolite,"""zeolite"","
Silicates,75.00.00.00,Alflarsenite,alflarsenite,"""alflarsenite"","
Silicates,75.00.00.00,Florkeite,florkeite,"""florkeite"","
Silicates,75.00.00.00,Lechatelierite,lechatelierite,"""lechatelierite"","
Silicates,75.01.01.01,Cristobalite,cristobalite,"""cristobalite"","
Silicates,75.01.02.01,Tridymite,tridymite,"""tridymite"","
Silicates,75.01.03.01,Quartz,quartz,"""quartz"","
Silicates,75.01.04.01,Coesite,coesite,"""coesite"","
Silicates,75.01.04.02,Moganite,moganite,"""moganite"","
Silicates,75.01.05.01,Seifertite,seifertite,"""seifertite"","
Silicates,75.02.01.01,Opal,opal,"""opal"","
Silicates,75.02.02,Melanophlogite,melanophlogite,"""melanophlogite"","
Silicates,75.02.02.01,Melanophlogite,melanophlogite,"""melanophlogite"","
Silicates,75.02.02.02,Melanophlogite,melanophlogite,"""melanophlogite"","
Silicates,75.02.03.01,Lutecite,lutecite,"""lutecite"","
Silicates,75.02.04.01,Silhydrite,silhydrite,"""silhydrite"","
Silicates,75.03.01.01,Virgilite,virgilite,"""virgilite"","
Silicates,76.01.01.01,Orthoclase,orthoclase,"""orthoclase"","
Silicates,76.01.01.02,Sanidine,sanidine,"""sanidine"","
Silicates,76.01.01.03,Hyalophane,hyalophane,"""hyalophane"","
Silicates,76.01.01.04,Celsian,celsian,"""celsian"","
Silicates,76.01.01.05,Microcline,microcline,"""microcline"","
Silicates,76.01.01.06,Anorthoclase,anorthoclase,"""anorthoclase"","
Silicates,76.01.01.07,Rubicline,rubicline,"""rubicline"","
Silicates,76.01.01.08,Filatovite,filatovite,"""filatovite"","
Silicates,76.01.02.01,Buddingtonite,buddingtonite,"""buddingtonite"","
Silicates,76.01.03,Plagioclase,plagioclase,"""plagioclase"","
Silicates,76.01.03.00,Plagioclase,plagioclase,"""plagioclase"","
Silicates,76.01.03.01,Albite,albite,"""albite"","
Silicates,76.01.03.02,Oligoclase,oligoclase,"""oligoclase"","
Silicates,76.01.03.03,Andesine,andesine,"""andesine"","
Silicates,76.01.03.04,Labradorite,labradorite,"""labradorite"","
Silicates,76.01.03.05,Bytownite,bytownite,"""bytownite"","
Silicates,76.01.03.06,Anorthite,anorthite,"""anorthite"","
Silicates,76.01.04.01,Reedmergnerite,reedmergnerite,"""reedmergnerite"","
Silicates,76.01.05,Paracelsian,paracelsian,"""paracelsian"","
Silicates,76.01.05.01,Paracelsian,paracelsian,"""paracelsian"","
Silicates,76.01.05.02,Slawsonite,slawsonite,"""slawsonite"","
Silicates,76.01.06,Banalsite,banalsite,"""banalsite"","
Silicates,76.01.06.01,Banalsite,banalsite,"""banalsite"","
Silicates,76.01.06.02,Stronalsite,stronalsite,"""stronalsite"","
Silicates,76.01.06.03,Lisetite,lisetite,"""lisetite"","
Silicates,76.01.06.04,Svyatoslavite,svyatoslavite,"""svyatoslavite"","
Silicates,76.01.07.01,Dmisteinbergite,dmisteinbergite,"""dmisteinbergite"","
Silicates,76.01.08,Hexagonal,hexagonal,"""hexagonal"","
Silicates,76.01.08.01,Kokchetavite,kokchetavite,"""kokchetavite"","
Silicates,76.01.08.02,Kumdykolite,kumdykolite,"""kumdykolite"","
Silicates,76.01.09.01,Lingunite,lingunite,"""lingunite"","
Silicates,76.02.01,Nepheline,nepheline,"""nepheline"","
Silicates,76.02.01.01,Kalsilite,kalsilite,"""kalsilite"","
Silicates,76.02.01.02,Nepheline,nepheline,"""nepheline"","
Silicates,76.02.01.03,Trikalsilite,trikalsilite,"""trikalsilite"","
Silicates,76.02.01.04,Panunzite,panunzite,"""panunzite"","
Silicates,76.02.01.05,Kaliophilite,kaliophilite,"""kaliophilite"","
Silicates,76.02.01.06,Yoshiokaite,yoshiokaite,"""yoshiokaite"","
Silicates,76.02.01.07,Megakalsilite,megakalsilite,"""megakalsilite"","
Silicates,76.02.02,Leucite,leucite,"""leucite"","
Silicates,76.02.02.01,Leucite,leucite,"""leucite"","
Silicates,76.02.02.02,Ammonioleucite,ammonioleucite,"""ammonioleucite"","
Silicates,76.02.03,Sodalite,sodalite,"""sodalite"","
Silicates,76.02.03.01,Sodalite,sodalite,"""sodalite"","
Silicates,76.02.03.02,Nosean,nosean,"""nosean"","
Silicates,76.02.03.03,Hauyne,hauyne,"""hauyne"","
Silicates,76.02.03.04,Lazurite,lazurite,"""lazurite"","
Silicates,76.02.03.05,Bicchulite,bicchulite,"""bicchulite"","
Silicates,76.02.03.06,Kamaishilite,kamaishilite,"""kamaishilite"","
Silicates,76.02.03.07,Tugtupite,tugtupite,"""tugtupite"","
Silicates,76.02.03.08,Tsaregorodtsevite,tsaregorodtsevite,"""tsaregorodtsevite"","
Silicates,76.02.04,Helvite,helvite,"""helvite"","
Silicates,76.02.04.01,Helvite,helvite,"""helvite"","
Silicates,76.02.04.02,Danalite,danalite,"""danalite"","
Silicates,76.02.04.03,Genthelvite,genthelvite,"""genthelvite"","
Silicates,76.02.05,Cancrinite,cancrinite,"""cancrinite"","
Silicates,76.02.05.01,Afghanite,afghanite,"""afghanite"","
Silicates,76.02.05.02,Bystrite,bystrite,"""bystrite"","
Silicates,76.02.05.03,Cancrinite,cancrinite,"""cancrinite"","
Silicates,76.02.05.04,Cancrisilite,cancrisilite,"""cancrisilite"","
Silicates,76.02.05.05,Davyne,davyne,"""davyne"","
Silicates,76.02.05.06,Franzinite,franzinite,"""franzinite"","
Silicates,76.02.05.07,Giuseppettite,giuseppettite,"""giuseppettite"","
Silicates,76.02.05.08,Hydroxycancrinite,hydroxycancrinite,"""hydroxycancrinite"","
Silicates,76.02.05.09,Liottite,liottite,"""liottite"","
Silicates,76.02.05.10,Microsommite,microsommite,"""microsommite"","
Silicates,76.02.05.11,Pitiglianoite,pitiglianoite,"""pitiglianoite"","
Silicates,76.02.05.12,Quadridavyne,quadridavyne,"""quadridavyne"","
Silicates,76.02.05.13,Sacrofanite,sacrofanite,"""sacrofanite"","
Silicates,76.02.05.14,Tounkite,tounkite,"""tounkite"","
Silicates,76.02.05.15,Vishnevite,vishnevite,"""vishnevite"","
Silicates,76.02.05.16,Wenkite,wenkite,"""wenkite"","
Silicates,76.02.05.17,Marinellite,marinellite,"""marinellite"","
Silicates,76.02.05.18,Farneseite,farneseite,"""farneseite"","
Silicates,76.02.05.19,Alloriite,alloriite,"""alloriite"","
Silicates,76.02.05.20,Biachellaite,biachellaite,"""biachellaite"","
Silicates,76.02.05.22,Kyanoxalite,kyanoxalite,"""kyanoxalite"","
Silicates,76.03.01,Scapolite,scapolite,"""scapolite"","
Silicates,76.03.01.00,Scapolite,scapolite,"""scapolite"","
Silicates,76.03.01.01,Marialite,marialite,"""marialite"","
Silicates,76.03.01.02,Meionite,meionite,"""meionite"","
Silicates,76.03.01.03,Silvialite,silvialite,"""silvialite"","
Silicates,76.03.02.01,Sarcolite,sarcolite,"""sarcolite"","
Silicates,76.03.03.01,Ussingite,ussingite,"""ussingite"","
Silicates,76.04.01.01,Lisitsynite,lisitsynite,"""lisitsynite"","
Silicates,76.04.02.01,Malinkoite,malinkoite,"""malinkoite"","
Silicates,77.01.01,Analcime,analcime,"""analcime"","
Silicates,77.01.01.01,Analcime,analcime,"""analcime"","
Silicates,77.01.01.02,Pollucite,pollucite,"""pollucite"","
Silicates,77.01.01.03,Wairakite,wairakite,"""wairakite"","
Silicates,77.01.01.04,Laumontite,laumontite,"""laumontite"","
Silicates,77.01.01.05,Hsianghualite,hsianghualite,"""hsianghualite"","
Silicates,77.01.02,Chabazite,chabazite,"""chabazite"","
Silicates,77.01.02.01,Chabazite,chabazite,"""chabazite"","
Silicates,77.01.02.01a,Chabazite,chabazite,"""chabazite"","
Silicates,77.01.02.01b,Chabazite,chabazite,"""chabazite"","
Silicates,77.01.02.01c,Chabazite,chabazite,"""chabazite"","
Silicates,77.01.02.02,Herschelite,herschelite,"""herschelite"","
Silicates,77.01.02.03,Willhendersonite,willhendersonite,"""willhendersonite"","
Silicates,77.01.02.04,Offretite,offretite,"""offretite"","
Silicates,77.01.02.05,Erionite,erionite,"""erionite"","
Silicates,77.01.02.05a,Erionite,erionite,"""erionite"","
Silicates,77.01.02.05b,Erionite,erionite,"""erionite"","
Silicates,77.01.02.06,Gmelinite,gmelinite,"""gmelinite"","
Silicates,77.01.02.06a,Gmelinite,gmelinite,"""gmelinite"","
Silicates,77.01.02.06b,Gmelinite,gmelinite,"""gmelinite"","
Silicates,77.01.02.07,Faujasite,faujasite,"""faujasite"","
Silicates,77.01.02.07a,Faujasite,faujasite,"""faujasite"","
Silicates,77.01.02.07b,Faujasite,faujasite,"""faujasite"","
Silicates,77.01.02.08,Levyne,levyne,"""levyne"","
Silicates,77.01.02.08a,Levyne,levyne,"""levyne"","
Silicates,77.01.02.09,Tschortnerite,tschortnerite,"""tschortnerite"","
Silicates,77.01.03,Gismondine,gismondine,"""gismondine"","
Silicates,77.01.03.01,Gismondine,gismondine,"""gismondine"","
Silicates,77.01.03.02,Amicite,amicite,"""amicite"","
Silicates,77.01.03.03,Garronite,garronite,"""garronite"","
Silicates,77.01.03.04,Gobbinsite,gobbinsite,"""gobbinsite"","
Silicates,77.01.03.05,Harmotome,harmotome,"""harmotome"","
Silicates,77.01.03.06,Phillipsite,phillipsite,"""phillipsite"","
Silicates,77.01.03.06a,Phillipsite,phillipsite,"""phillipsite"","
Silicates,77.01.03.06b,Phillipsite,phillipsite,"""phillipsite"","
Silicates,77.01.03.08,Perlialite,perlialite,"""perlialite"","
Silicates,77.01.03.09,Paulingite,paulingite,"""paulingite"","
Silicates,77.01.03.09a,Paulingite,paulingite,"""paulingite"","
Silicates,77.01.03.09b,Paulingite,paulingite,"""paulingite"","
Silicates,77.01.03.10,Mazzite,mazzite,"""mazzite"","
Silicates,77.01.03.10a,Mazzite,mazzite,"""mazzite"","
Silicates,77.01.03.11,Merlinoite,merlinoite,"""merlinoite"","
Silicates,77.01.03.12,Montesommaite,montesommaite,"""montesommaite"","
Silicates,77.01.04,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.01,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.01a,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.01b,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.01c,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.01d,Heulandite,heulandite,"""heulandite"","
Silicates,77.01.04.02,Clinoptilolite,clinoptilolite,"""clinoptilolite"","
Silicates,77.01.04.02a,Clinoptilolite,clinoptilolite,"""clinoptilolite"","
Silicates,77.01.04.02b,Clinoptilolite,clinoptilolite,"""clinoptilolite"","
Silicates,77.01.04.03,Stilbite,stilbite,"""stilbite"","
Silicates,77.01.04.03a,Stilbite,stilbite,"""stilbite"","
Silicates,77.01.04.04,Stellerite,stellerite,"""stellerite"","
Silicates,77.01.04.05,Barrerite,barrerite,"""barrerite"","
Silicates,77.01.05,Natrolite,natrolite,"""natrolite"","
Silicates,77.01.05.01,Natrolite,natrolite,"""natrolite"","
Silicates,77.01.05.02,Tetranatrolite,tetranatrolite,"""tetranatrolite"","
Silicates,77.01.05.03,Paranatrolite,paranatrolite,"""paranatrolite"","
Silicates,77.01.05.04,Mesolite,mesolite,"""mesolite"","
Silicates,77.01.05.05,Scolecite,scolecite,"""scolecite"","
Silicates,77.01.05.06,Edingtonite,edingtonite,"""edingtonite"","
Silicates,77.01.05.07,Gonnardite,gonnardite,"""gonnardite"","
Silicates,77.01.05.08,Cowlesite,cowlesite,"""cowlesite"","
Silicates,77.01.05.09,Thomsonite,thomsonite,"""thomsonite"","
Silicates,77.01.05.10,Thomsonite,thomsonite,"""thomsonite"","
Silicates,77.01.05.11,Nabesite,nabesite,"""nabesite"","
Silicates,77.01.06,Mordenite,mordenite,"""mordenite"","
Silicates,77.01.06.01,Mordenite,mordenite,"""mordenite"","
Silicates,77.01.06.02,Epistilbite,epistilbite,"""epistilbite"","
Silicates,77.01.06.03,Maricopaite,maricopaite,"""maricopaite"","
Silicates,77.01.06.04,Dachiardite,dachiardite,"""dachiardite"","
Silicates,77.01.06.05,Dachiardite,dachiardite,"""dachiardite"","
Silicates,77.01.06.06,Ferrierite,ferrierite,"""ferrierite"","
Silicates,77.01.06.06a,Ferrierite,ferrierite,"""ferrierite"","
Silicates,77.01.06.06b,Ferrierite,ferrierite,"""ferrierite"","
Silicates,77.01.06.07,Boggsite,boggsite,"""boggsite"","
Silicates,77.01.06.08,Gottardiite,gottardiite,"""gottardiite"","
Silicates,77.01.06.09,Terranovaite,terranovaite,"""terranovaite"","
Silicates,77.01.06.10,Mutinaite,mutinaite,"""mutinaite"","
Silicates,77.01.06.12,Direnzoite,direnzoite,"""direnzoite"","
Silicates,77.01.07,Brewsterite,brewsterite,"""brewsterite"","
Silicates,77.01.07.01,Brewsterite,brewsterite,"""brewsterite"","
Silicates,77.01.07.01a,Brewsterite,brewsterite,"""brewsterite"","
Silicates,77.01.07.02,Yugawaralite,yugawaralite,"""yugawaralite"","
Silicates,77.01.07.03,Goosecreekite,goosecreekite,"""goosecreekite"","
Silicates,77.01.07.04,Roggianite,roggianite,"""roggianite"","
Silicates,77.01.08.01,Bellbergite,bellbergite,"""bellbergite"","
Silicates,77.01.08.02,Tschernichite,tschernichite,"""tschernichite"","
Silicates,77.02.01.01,Bikitaite,bikitaite,"""bikitaite"","
